Date,Midnight population,24-hour population
2015-09-16,0,0
2015-09-17,0,0
2015-09-18,1,1
2015-09-19,1,1
2015-09-20,1,1
2015-09-21,0,1
2015-09-22,0,0
2015-09-23,1,1
2015-09-24,0,1
2015-09-25,0,0
2015-09-26,0,0
2015-09-27,1,1
2015-09-28,0,1
2015-09-29,0,0
2015-09-30,0,0
2015-10-01,0,0
2015-10-02,1,1
2015-10-03,1,1
2015-10-04,1,1
2015-10-05,0,1
2015-10-06,2,2
2015-10-07,1,3
2015-10-08,1,2
2015-10-09,0,1
2015-10-10,0,0
2015-10-11,0,0
2015-10-12,0,0
2015-10-13,0,0
2015-10-14,3,3
2015-10-15,0,3
2015-10-16,0,0
2015-10-17,0,0
2015-10-18,1,1
2015-10-19,0,1
2015-10-20,0,0
2015-10-21,0,0
2015-10-22,0,0
2015-10-23,0,0
2015-10-24,0,0
2015-10-25,0,0
2015-10-26,1,1
2015-10-27,0,1
2015-10-28,1,1
2015-10-29,1,1
2015-10-30,0,1
2015-10-31,0,0
2015-11-01,0,0
2015-11-02,0,0
2015-11-03,0,0
2015-11-04,0,0
2015-11-05,0,0
2015-11-06,0,0
2015-11-07,0,0
2015-11-08,0,0
2015-11-09,0,0
2015-11-10,0,0
2015-11-11,0,0
2015-11-12,0,0
2015-11-13,1,1
2015-11-14,1,1
2015-11-15,1,1
2015-11-16,0,1
2015-11-17,0,0
2015-11-18,0,0
2015-11-19,1,1
2015-11-20,0,1
2015-11-21,0,0
2015-11-22,0,0
2015-11-23,0,0
2015-11-24,0,0
2015-11-25,0,0
2015-11-26,0,0
2015-11-27,0,0
2015-11-28,0,0
2015-11-29,0,0
2015-11-30,0,0
2015-12-01,0,0
2015-12-02,0,0
2015-12-03,0,0
2015-12-04,0,0
2015-12-05,0,0
2015-12-06,0,0
2015-12-07,0,0
2015-12-08,0,0
2015-12-09,0,0
2015-12-10,0,0
2015-12-11,1,1
2015-12-12,2,2
2015-12-13,2,2
2015-12-14,0,2
2015-12-15,0,0
2015-12-16,1,1
2015-12-17,0,1
2015-12-18,0,0
2015-12-19,0,0
2015-12-20,1,1
2015-12-21,0,1
2015-12-22,0,0
2015-12-23,0,0
2015-12-24,1,1
2015-12-25,1,1
2015-12-26,1,1
2015-12-27,1,1
2015-12-28,1,2
2015-12-29,1,2
2015-12-30,0,1
2015-12-31,0,0
2016-01-01,0,0
2016-01-02,1,1
2016-01-03,1,1
2016-01-04,0,1
2016-01-05,0,0
2016-01-06,5,5
2016-01-07,0,5
2016-01-08,0,0
2016-01-09,0,0
2016-01-10,0,0
2016-01-11,0,0
2016-01-12,0,0
2016-01-13,0,0
2016-01-14,0,0
2016-01-15,0,0
2016-01-16,0,0
2016-01-17,0,0
2016-01-18,0,0
2016-01-19,1,1
2016-01-20,0,1
2016-01-21,0,0
2016-01-22,0,0
2016-01-23,0,0
2016-01-24,0,0
2016-01-25,0,0
2016-01-26,0,0
2016-01-27,3,3
2016-01-28,0,3
2016-01-29,0,0
2016-01-30,0,0
2016-01-31,0,0
2016-02-01,0,0
2016-02-02,0,0
2016-02-03,0,0
2016-02-04,0,0
2016-02-05,1,1
2016-02-06,1,1
2016-02-07,1,1
2016-02-08,1,2
2016-02-09,0,1
2016-02-10,1,1
2016-02-11,1,2
2016-02-12,1,2
2016-02-13,1,1
2016-02-14,1,1
2016-02-15,1,1
2016-02-16,0,1
2016-02-17,0,0
2016-02-18,0,0
2016-02-19,0,0
2016-02-20,0,0
2016-02-21,2,2
2016-02-22,2,4
2016-02-23,1,3
2016-02-24,0,1
2016-02-25,0,0
2016-02-26,0,0
2016-02-27,0,0
2016-02-28,0,0
2016-02-29,0,0
2016-03-01,0,0
2016-03-02,1,1
2016-03-03,1,1
2016-03-04,0,1
2016-03-05,0,0
2016-03-06,0,0
2016-03-07,0,0
2016-03-08,0,0
2016-03-09,1,1
2016-03-10,1,2
2016-03-11,0,1
2016-03-12,1,1
2016-03-13,1,1
2016-03-14,0,1
2016-03-15,0,0
2016-03-16,1,1
2016-03-17,0,1
2016-03-18,0,0
2016-03-19,0,0
2016-03-20,1,1
2016-03-21,0,1
2016-03-22,0,0
2016-03-23,0,0
2016-03-24,0,0
2016-03-25,0,0
2016-03-26,0,0
2016-03-27,0,0
2016-03-28,0,0
2016-03-29,1,1
2016-03-30,0,1
2016-03-31,0,0
2016-04-01,0,0
2016-04-02,0,0
2016-04-03,0,0
2016-04-04,1,1
2016-04-05,0,1
2016-04-06,0,0
2016-04-07,1,2
2016-04-08,0,1
2016-04-09,0,0
2016-04-10,1,1
2016-04-11,2,3
2016-04-12,1,3
2016-04-13,0,1
2016-04-14,0,0
2016-04-15,0,0
2016-04-16,0,0
2016-04-17,1,1
2016-04-18,0,1
2016-04-19,0,0
2016-04-20,1,1
2016-04-21,0,1
2016-04-22,0,0
2016-04-23,1,1
2016-04-24,1,1
2016-04-25,0,1
2016-04-26,0,0
2016-04-27,0,0
2016-04-28,0,0
2016-04-29,0,0
2016-04-30,0,0
2016-05-01,0,0
2016-05-02,0,0
2016-05-03,0,0
2016-05-04,0,0
2016-05-05,0,0
2016-05-06,0,0
2016-05-07,0,0
2016-05-08,0,0
2016-05-09,1,1
2016-05-10,1,2
2016-05-11,0,1
2016-05-12,0,0
2016-05-13,2,2
2016-05-14,2,2
2016-05-15,3,3
2016-05-16,1,4
2016-05-17,0,1
2016-05-18,1,1
2016-05-19,1,2
2016-05-20,0,1
2016-05-21,0,0
2016-05-22,1,1
2016-05-23,0,1
2016-05-24,0,0
2016-05-25,1,2
2016-05-26,0,1
2016-05-27,2,2
2016-05-28,2,2
2016-05-29,2,2
2016-05-30,2,2
2016-05-31,0,3
2016-06-01,0,0
2016-06-02,0,0
2016-06-03,0,0
2016-06-04,0,0
2016-06-05,0,0
2016-06-06,0,0
2016-06-07,0,0
2016-06-08,0,0
2016-06-09,0,0
2016-06-10,0,0
2016-06-11,0,0
2016-06-12,2,2
2016-06-13,0,2
2016-06-14,0,0
2016-06-15,0,0
2016-06-16,0,0
2016-06-17,0,0
2016-06-18,0,0
2016-06-19,0,0
2016-06-20,0,0
2016-06-21,0,0
2016-06-22,0,0
2016-06-23,0,0
2016-06-24,0,0
2016-06-25,0,0
2016-06-26,0,0
2016-06-27,0,0
2016-06-28,2,2
2016-06-29,0,2
2016-06-30,0,0
2016-07-01,0,0
2016-07-02,0,0
2016-07-03,1,1
2016-07-04,2,2
2016-07-05,0,2
2016-07-06,0,0
2016-07-07,0,0
2016-07-08,0,0
2016-07-09,0,0
2016-07-10,0,0
2016-07-11,0,0
2016-07-12,0,0
2016-07-13,0,0
2016-07-14,0,0
2016-07-15,0,0
2016-07-16,0,0
2016-07-17,2,2
2016-07-18,0,2
2016-07-19,2,2
2016-07-20,0,2
2016-07-21,0,0
2016-07-22,1,1
2016-07-23,1,1
2016-07-24,1,1
2016-07-25,0,1
2016-07-26,0,0
2016-07-27,0,0
2016-07-28,1,1
2016-07-29,0,1
2016-07-30,0,0
2016-07-31,1,1
2016-08-01,0,1
2016-08-02,0,0
2016-08-03,1,1
2016-08-04,0,1
2016-08-05,0,0
2016-08-06,0,0
2016-08-07,0,0
2016-08-08,0,0
2016-08-09,0,0
2016-08-10,0,0
2016-08-11,0,0
2016-08-12,1,1
2016-08-13,1,1
2016-08-14,3,3
2016-08-15,1,4
2016-08-16,1,1
2016-08-17,0,1
2016-08-18,1,1
2016-08-19,0,1
2016-08-20,0,0
2016-08-21,1,1
2016-08-22,0,1
2016-08-23,0,0
2016-08-24,0,0
2016-08-25,0,0
2016-08-26,0,0
2016-08-27,0,0
2016-08-28,0,0
2016-08-29,1,1
2016-08-30,0,1
2016-08-31,0,0
2016-09-01,0,0
2016-09-02,0,0
2016-09-03,0,0
2016-09-04,0,0
2016-09-05,0,0
2016-09-06,0,0
2016-09-07,0,0
2016-09-08,0,0
2016-09-09,1,1
2016-09-10,1,1
2016-09-11,1,1
2016-09-12,0,1
2016-09-13,0,0
2016-09-14,0,0
2016-09-15,0,0
2016-09-16,0,0
2016-09-17,0,0
2016-09-18,0,0
2016-09-19,2,2
2016-09-20,0,2
2016-09-21,0,0
2016-09-22,0,0
2016-09-23,0,0
2016-09-24,0,0
2016-09-25,1,1
2016-09-26,1,2
2016-09-27,0,1
2016-09-28,1,1
2016-09-29,0,1
2016-09-30,0,0
2016-10-01,0,0
2016-10-02,0,0
2016-10-03,0,0
2016-10-04,0,0
2016-10-05,3,3
2016-10-06,0,3
2016-10-07,0,0
2016-10-08,1,1
2016-10-09,1,1
2016-10-10,1,1
2016-10-11,0,1
2016-10-12,0,0
2016-10-13,0,0
2016-10-14,0,0
2016-10-15,0,0
2016-10-16,0,0
2016-10-17,0,0
2016-10-18,0,0
2016-10-19,0,0
2016-10-20,0,0
2016-10-21,0,0
2016-10-22,0,0
2016-10-23,0,0
2016-10-24,0,0
2016-10-25,0,0
2016-10-26,1,1
2016-10-27,0,1
2016-10-28,0,0
2016-10-29,0,0
2016-10-30,0,0
2016-10-31,0,0
2016-11-01,0,0
2016-11-02,0,0
2016-11-03,0,0
2016-11-04,0,0
2016-11-05,0,0
2016-11-06,0,0
2016-11-07,0,0
2016-11-08,0,0
2016-11-09,0,0
2016-11-10,4,4
2016-11-11,6,6
2016-11-12,6,6
2016-11-13,6,6
2016-11-14,0,6
2016-11-15,1,1
2016-11-16,0,1
2016-11-17,0,0
2016-11-18,0,0
2016-11-19,0,0
2016-11-20,0,0
2016-11-21,3,3
2016-11-22,0,3
2016-11-23,0,0
2016-11-24,0,0
2016-11-25,0,0
2016-11-26,0,0
2016-11-27,0,0
2016-11-28,0,0
2016-11-29,1,1
2016-11-30,1,2
2016-12-01,0,1
2016-12-02,1,1
2016-12-03,1,1
2016-12-04,2,2
2016-12-05,0,2
2016-12-06,2,2
2016-12-07,0,2
2016-12-08,0,0
2016-12-09,0,0
2016-12-10,0,0
2016-12-11,0,0
2016-12-12,2,2
2016-12-13,0,2
2016-12-14,0,0
2016-12-15,0,0
2016-12-16,0,0
2016-12-17,0,0
2016-12-18,2,2
2016-12-19,0,2
2016-12-20,1,1
2016-12-21,1,2
2016-12-22,0,1
2016-12-23,5,5
2016-12-24,6,6
2016-12-25,7,7
2016-12-26,7,7
2016-12-27,2,7
2016-12-28,1,2
2016-12-29,1,1
2016-12-30,2,2
2016-12-31,5,5
2017-01-01,5,5
2017-01-02,5,5
2017-01-03,1,5
2017-01-04,1,1
2017-01-05,2,2
2017-01-06,1,2
2017-01-07,1,1
2017-01-08,2,2
2017-01-09,1,2
2017-01-10,1,1
2017-01-11,1,1
2017-01-12,2,2
2017-01-13,1,2
2017-01-14,1,1
2017-01-15,1,1
2017-01-16,2,2
2017-01-17,1,2
2017-01-18,1,1
2017-01-19,1,1
2017-01-20,1,1
2017-01-21,1,1
2017-01-22,1,1
2017-01-23,2,2
2017-01-24,1,2
2017-01-25,0,1
2017-01-26,0,0
2017-01-27,1,1
2017-01-28,1,1
2017-01-29,1,1
2017-01-30,0,1
2017-01-31,0,0
2017-02-01,0,0
2017-02-02,0,0
2017-02-03,0,0
2017-02-04,0,0
2017-02-05,0,0
2017-02-06,2,2
2017-02-07,0,2
2017-02-08,0,0
2017-02-09,3,3
2017-02-10,0,3
2017-02-11,0,0
2017-02-12,0,0
2017-02-13,2,2
2017-02-14,0,2
2017-02-15,0,0
2017-02-16,2,2
2017-02-17,1,3
2017-02-18,1,1
2017-02-19,1,1
2017-02-20,1,1
2017-02-21,0,1
2017-02-22,1,1
2017-02-23,0,1
2017-02-24,1,1
2017-02-25,1,1
2017-02-26,1,1
2017-02-27,0,1
2017-02-28,0,0
2017-03-01,0,0
2017-03-02,0,0
2017-03-03,1,1
2017-03-04,1,1
2017-03-05,3,3
2017-03-06,0,3
2017-03-07,0,0
2017-03-08,0,0
2017-03-09,0,0
2017-03-10,2,2
2017-03-11,3,3
2017-03-12,5,5
2017-03-13,1,6
2017-03-14,1,2
2017-03-15,1,2
2017-03-16,0,1
2017-03-17,0,0
2017-03-18,0,0
2017-03-19,0,0
2017-03-20,0,0
2017-03-21,1,1
2017-03-22,1,2
2017-03-23,0,1
2017-03-24,0,0
2017-03-25,0,0
2017-03-26,1,1
2017-03-27,1,2
2017-03-28,0,1
2017-03-29,0,0
2017-03-30,3,3
2017-03-31,0,3
2017-04-01,0,0
2017-04-02,0,0
2017-04-03,1,1
2017-04-04,0,1
2017-04-05,0,0
2017-04-06,0,0
2017-04-07,2,2
2017-04-08,2,2
2017-04-09,2,2
2017-04-10,2,4
2017-04-11,1,3
2017-04-12,1,1
2017-04-13,0,1
2017-04-14,0,0
2017-04-15,0,0
2017-04-16,0,0
2017-04-17,0,0
2017-04-18,0,0
2017-04-19,1,1
2017-04-20,0,1
2017-04-21,0,0
2017-04-22,0,0
2017-04-23,0,0
2017-04-24,0,0
2017-04-25,1,1
2017-04-26,0,1
2017-04-27,0,0
2017-04-28,0,0
2017-04-29,0,0
2017-04-30,0,0
2017-05-01,0,0
2017-05-02,0,0
2017-05-03,0,0
2017-05-04,0,0
2017-05-05,0,0
2017-05-06,0,0
2017-05-07,0,0
2017-05-08,0,0
2017-05-09,1,1
2017-05-10,1,2
2017-05-11,0,1
2017-05-12,0,0
2017-05-13,0,0
2017-05-14,1,1
2017-05-15,1,2
2017-05-16,0,1
2017-05-17,0,0
2017-05-18,1,1
2017-05-19,0,1
2017-05-20,0,0
2017-05-21,0,0
2017-05-22,0,0
2017-05-23,0,0
2017-05-24,0,0
2017-05-25,1,1
2017-05-26,1,2
2017-05-27,1,1
2017-05-28,1,1
2017-05-29,1,1
2017-05-30,0,1
2017-05-31,0,0
2017-06-01,0,0
2017-06-02,0,0
2017-06-03,0,0
2017-06-04,4,4
2017-06-05,0,4
2017-06-06,0,0
2017-06-07,0,0
2017-06-08,0,0
2017-06-09,1,1
2017-06-10,1,1
2017-06-11,1,1
2017-06-12,5,6
2017-06-13,5,10
2017-06-14,5,5
2017-06-15,0,5
2017-06-16,0,0
2017-06-17,0,0
2017-06-18,1,1
2017-06-19,4,5
2017-06-20,0,4
2017-06-21,0,0
2017-06-22,0,0
2017-06-23,0,0
2017-06-24,0,0
2017-06-25,0,0
2017-06-26,2,2
2017-06-27,1,3
2017-06-28,1,2
2017-06-29,0,1
2017-06-30,0,0
2017-07-01,0,0
2017-07-02,2,2
2017-07-03,0,2
2017-07-04,0,0
2017-07-05,0,0
2017-07-06,0,0
2017-07-07,0,0
2017-07-08,0,0
2017-07-09,0,0
2017-07-10,0,0
2017-07-11,1,1
2017-07-12,0,1
2017-07-13,0,0
2017-07-14,3,3
2017-07-15,3,3
2017-07-16,4,4
2017-07-17,0,4
2017-07-18,1,1
2017-07-19,1,2
2017-07-20,0,1
2017-07-21,1,1
2017-07-22,1,1
2017-07-23,2,2
2017-07-24,1,4
2017-07-25,0,1
2017-07-26,0,0
2017-07-27,0,0
2017-07-28,6,6
2017-07-29,6,6
2017-07-30,8,8
2017-07-31,4,12
2017-08-01,0,4
2017-08-02,0,0
2017-08-03,0,0
2017-08-04,0,0
2017-08-05,0,0
2017-08-06,1,1
2017-08-07,1,2
2017-08-08,0,1
2017-08-09,0,0
2017-08-10,0,0
2017-08-11,1,1
2017-08-12,4,4
2017-08-13,4,4
2017-08-14,0,4
2017-08-15,0,0
2017-08-16,1,1
2017-08-17,0,1
2017-08-18,0,0
2017-08-19,0,0
2017-08-20,0,0
2017-08-21,1,1
2017-08-22,0,1
2017-08-23,1,1
2017-08-24,0,1
2017-08-25,0,0
2017-08-26,0,0
2017-08-27,1,1
2017-08-28,2,3
2017-08-29,0,2
2017-08-30,2,2
2017-08-31,0,2
2017-09-01,1,1
2017-09-02,1,1
2017-09-03,2,2
2017-09-04,2,2
2017-09-05,0,2
2017-09-06,0,1
2017-09-07,1,1
2017-09-08,3,4
2017-09-09,3,3
2017-09-10,3,3
2017-09-11,0,3
2017-09-12,0,0
2017-09-13,0,0
2017-09-14,0,0
2017-09-15,0,0
2017-09-16,0,0
2017-09-17,1,1
2017-09-18,1,2
2017-09-19,0,1
2017-09-20,0,0
2017-09-21,1,1
2017-09-22,0,1
2017-09-23,0,0
2017-09-24,4,4
2017-09-25,0,4
2017-09-26,2,2
2017-09-27,1,3
2017-09-28,0,1
2017-09-29,0,0
2017-09-30,0,0
2017-10-01,3,3
2017-10-02,0,3
2017-10-03,0,0
2017-10-04,1,1
2017-10-05,0,1
2017-10-06,5,5
2017-10-07,5,5
2017-10-08,5,5
2017-10-09,5,5
2017-10-10,0,5
2017-10-11,0,0
2017-10-12,0,0
2017-10-13,4,4
2017-10-14,4,4
2017-10-15,6,6
2017-10-16,1,7
2017-10-17,2,3
2017-10-18,0,2
2017-10-19,0,0
2017-10-20,0,0
2017-10-21,0,0
2017-10-22,2,2
2017-10-23,2,4
2017-10-24,0,2
2017-10-25,1,1
2017-10-26,0,1
2017-10-27,1,1
2017-10-28,1,1
2017-10-29,2,2
2017-10-30,0,2
2017-10-31,1,1
2017-11-01,3,4
2017-11-02,0,3
2017-11-03,0,0
2017-11-04,1,1
2017-11-05,3,3
2017-11-06,0,3
2017-11-07,0,0
2017-11-08,0,0
2017-11-09,0,0
2017-11-10,11,11
2017-11-11,11,11
2017-11-12,11,11
2017-11-13,0,11
2017-11-14,3,3
2017-11-15,1,4
2017-11-16,1,2
2017-11-17,1,2
2017-11-18,8,8
2017-11-19,8,8
2017-11-20,3,11
2017-11-21,0,3
2017-11-22,0,0
2017-11-23,0,0
2017-11-24,0,0
2017-11-25,0,0
2017-11-26,0,0
2017-11-27,0,0
2017-11-28,0,0
2017-11-29,0,0
2017-11-30,1,1
2017-12-01,0,1
2017-12-02,0,0
2017-12-03,0,0
2017-12-04,1,1
2017-12-05,0,1
2017-12-06,1,1
2017-12-07,1,2
2017-12-08,0,1
2017-12-09,2,2
2017-12-10,2,2
2017-12-11,6,8
2017-12-12,1,7
2017-12-13,0,1
2017-12-14,0,0
2017-12-15,0,0
2017-12-16,3,3
2017-12-17,3,3
2017-12-18,0,3
2017-12-19,3,3
2017-12-20,0,3
2017-12-21,0,0
2017-12-22,0,0
2017-12-23,30,30
2017-12-24,31,31
2017-12-25,31,31
2017-12-26,32,33
2017-12-27,0,32
2017-12-28,0,0
2017-12-29,0,0
2017-12-30,3,3
2017-12-31,3,3
2018-01-01,3,3
2018-01-02,0,3
2018-01-03,0,0
2018-01-04,1,1
2018-01-05,1,2
2018-01-06,1,1
2018-01-07,1,1
2018-01-08,0,1
2018-01-09,1,1
2018-01-10,0,1
2018-01-11,1,1
2018-01-12,2,3
2018-01-13,2,2
2018-01-14,2,2
2018-01-15,2,2
2018-01-16,2,2
2018-01-17,0,2
2018-01-18,0,0
2018-01-19,0,0
2018-01-20,1,1
2018-01-21,1,1
2018-01-22,2,3
2018-01-23,2,3
2018-01-24,1,2
2018-01-25,1,1
2018-01-26,3,3
2018-01-27,6,6
2018-01-28,6,6
2018-01-29,1,6
2018-01-30,2,2
2018-01-31,1,2
2018-02-01,2,2
2018-02-02,1,2
2018-02-03,1,1
2018-02-04,1,1
2018-02-05,3,3
2018-02-06,1,3
2018-02-07,1,1
2018-02-08,1,1
2018-02-09,1,1
2018-02-10,1,1
2018-02-11,1,1
2018-02-12,2,2
2018-02-13,2,2
2018-02-14,2,3
2018-02-15,1,2
2018-02-16,2,2
2018-02-17,2,2
2018-02-18,2,2
2018-02-19,2,2
2018-02-20,1,2
2018-02-21,3,3
2018-02-22,4,4
2018-02-23,5,6
2018-02-24,8,8
2018-02-25,8,8
2018-02-26,1,8
2018-02-27,1,1
2018-02-28,2,2
2018-03-01,1,2
2018-03-02,2,2
2018-03-03,2,2
2018-03-04,2,2
2018-03-05,1,2
2018-03-06,1,1
2018-03-07,3,3
2018-03-08,1,3
2018-03-09,2,2
2018-03-10,2,2
2018-03-11,2,2
2018-03-12,2,3
2018-03-13,4,5
2018-03-14,2,5
2018-03-15,1,2
2018-03-16,1,1
2018-03-17,2,2
2018-03-18,2,2
2018-03-19,1,2
2018-03-20,1,1
2018-03-21,1,1
2018-03-22,1,1
2018-03-23,1,1
2018-03-24,1,1
2018-03-25,1,1
2018-03-26,1,1
2018-03-27,0,1
2018-03-28,0,0
2018-03-29,0,0
2018-03-30,1,1
2018-03-31,1,1
2018-04-01,1,1
2018-04-02,0,1
2018-04-03,0,0
2018-04-04,0,0
2018-04-05,0,0
2018-04-06,1,1
2018-04-07,1,1
2018-04-08,1,1
2018-04-09,1,2
2018-04-10,0,1
2018-04-11,0,0
2018-04-12,1,1
2018-04-13,1,2
2018-04-14,1,1
2018-04-15,2,2
2018-04-16,0,2
2018-04-17,0,0
2018-04-18,0,0
2018-04-19,0,0
2018-04-20,0,0
2018-04-21,2,2
2018-04-22,2,2
2018-04-23,0,2
2018-04-24,0,0
2018-04-25,1,1
2018-04-26,0,1
2018-04-27,0,0
2018-04-28,0,0
2018-04-29,1,1
2018-04-30,0,1
2018-05-01,0,0
2018-05-02,1,1
2018-05-03,0,1
2018-05-04,0,0
2018-05-05,0,0
2018-05-06,0,0
2018-05-07,0,0
2018-05-08,0,0
2018-05-09,1,1
2018-05-10,0,1
2018-05-11,0,0
2018-05-12,0,0
2018-05-13,0,0
2018-05-14,2,2
2018-05-15,0,2
2018-05-16,0,0
2018-05-17,0,0
2018-05-18,0,0
2018-05-19,1,1
2018-05-20,2,2
2018-05-21,0,2
2018-05-22,0,0
2018-05-23,0,0
2018-05-24,0,0
2018-05-25,1,1
2018-05-26,3,3
2018-05-27,4,4
2018-05-28,4,4
2018-05-29,1,5
2018-05-30,0,1
2018-05-31,2,2
2018-06-01,3,5
2018-06-02,3,3
2018-06-03,3,6
2018-06-04,0,3
2018-06-05,0,0
2018-06-06,1,1
2018-06-07,0,1
2018-06-08,0,0
2018-06-09,0,0
2018-06-10,0,0
2018-06-11,0,0
2018-06-12,0,0
2018-06-13,1,1
2018-06-14,0,1
2018-06-15,0,0
2018-06-16,1,1
2018-06-17,1,1
2018-06-18,1,2
2018-06-19,0,1
2018-06-20,0,0
2018-06-21,0,0
2018-06-22,0,0
2018-06-23,0,0
2018-06-24,0,0
2018-06-25,0,0
2018-06-26,1,1
2018-06-27,0,1
2018-06-28,0,1
2018-06-29,1,1
2018-06-30,1,1
2018-07-01,1,1
2018-07-02,0,1
2018-07-03,0,0
2018-07-04,1,1
2018-07-05,1,2
2018-07-06,1,2
2018-07-07,1,1
2018-07-08,1,1
2018-07-09,1,2
2018-07-10,0,1
2018-07-11,0,0
2018-07-12,0,0
2018-07-13,0,0
2018-07-14,0,0
2018-07-15,2,2
2018-07-16,0,2
2018-07-17,0,0
2018-07-18,0,0
2018-07-19,0,0
2018-07-20,0,0
2018-07-21,0,0
2018-07-22,1,1
2018-07-23,0,1
2018-07-24,2,2
2018-07-25,0,2
2018-07-26,1,1
2018-07-27,0,1
2018-07-28,2,2
2018-07-29,2,2
2018-07-30,0,2
2018-07-31,3,3
2018-08-01,0,3
2018-08-02,0,0
2018-08-03,0,0
2018-08-04,2,2
2018-08-05,2,2
2018-08-06,0,2
2018-08-07,0,0
2018-08-08,1,1
2018-08-09,0,1
2018-08-10,0,0
2018-08-11,0,0
2018-08-12,0,0
2018-08-13,0,0
2018-08-14,3,3
2018-08-15,0,3
2018-08-16,3,3
2018-08-17,0,3
2018-08-18,2,2
2018-08-19,2,2
2018-08-20,1,3
2018-08-21,1,2
2018-08-22,0,1
2018-08-23,0,0
2018-08-24,0,0
2018-08-25,2,2
2018-08-26,3,3
2018-08-27,0,3
2018-08-28,0,0
2018-08-29,0,0
2018-08-30,2,2
2018-08-31,1,3
2018-09-01,1,1
2018-09-02,3,3
2018-09-03,3,3
2018-09-04,1,4
2018-09-05,0,1
2018-09-06,0,0
2018-09-07,2,2
2018-09-08,3,3
2018-09-09,3,3
2018-09-10,1,4
2018-09-11,0,1
2018-09-12,0,0
2018-09-13,0,0
2018-09-14,2,2
2018-09-15,2,2
2018-09-16,2,2
2018-09-17,2,4
2018-09-18,1,3
2018-09-19,0,1
2018-09-20,0,0
2018-09-21,0,0
2018-09-22,1,1
2018-09-23,1,1
2018-09-24,0,1
2018-09-25,0,0
2018-09-26,0,0
2018-09-27,0,0
2018-09-28,0,0
2018-09-29,0,0
2018-09-30,1,1
2018-10-01,1,2
2018-10-02,0,1
2018-10-03,1,1
2018-10-04,0,1
2018-10-05,3,3
2018-10-06,4,4
2018-10-07,4,4
2018-10-08,4,4
2018-10-09,1,5
2018-10-10,0,1
2018-10-11,0,0
2018-10-12,0,0
2018-10-13,0,0
2018-10-14,0,0
2018-10-15,3,3
2018-10-16,1,4
2018-10-17,0,1
2018-10-18,4,4
2018-10-19,3,7
2018-10-20,3,3
2018-10-21,3,3
2018-10-22,1,4
2018-10-23,0,1
2018-10-24,0,0
2018-10-25,0,0
2018-10-26,1,1
2018-10-27,4,4
2018-10-28,4,4
2018-10-29,0,4
2018-10-30,4,4
2018-10-31,0,4
2018-11-01,0,0
2018-11-02,1,1
2018-11-03,1,1
2018-11-04,1,1
2018-11-05,2,3
2018-11-06,1,2
2018-11-07,2,2
2018-11-08,1,2
2018-11-09,1,1
2018-11-10,1,1
2018-11-11,8,8
2018-11-12,8,8
2018-11-13,0,8
2018-11-14,0,0
2018-11-15,0,0
2018-11-16,1,1
2018-11-17,1,1
2018-11-18,2,2
2018-11-19,2,4
2018-11-20,0,2
2018-11-21,0,0
2018-11-22,0,0
2018-11-23,0,0
2018-11-24,0,0
2018-11-25,0,0
2018-11-26,0,0
2018-11-27,1,1
2018-11-28,0,1
2018-11-29,0,0
2018-11-30,0,0
2018-12-01,0,0
2018-12-02,0,0
2018-12-03,2,2
2018-12-04,0,2
2018-12-05,2,2
2018-12-06,1,3
2018-12-07,1,2
2018-12-08,1,1
2018-12-09,1,1
2018-12-10,0,1
2018-12-11,0,0
2018-12-12,0,0
2018-12-13,0,0
2018-12-14,0,0
2018-12-15,2,2
2018-12-16,2,2
2018-12-17,4,6
2018-12-18,3,7
2018-12-19,0,3
2018-12-20,1,1
2018-12-21,0,1
2018-12-22,0,0
2018-12-23,0,0
2018-12-24,0,0
2018-12-25,0,0
2018-12-26,0,0
2018-12-27,0,0
2018-12-28,0,0
2018-12-29,0,0
2018-12-30,1,1
2018-12-31,2,3
2019-01-01,2,2
2019-01-02,2,4
2019-01-03,0,2
2019-01-04,1,1
2019-01-05,1,1
2019-01-06,1,1
2019-01-07,0,1
2019-01-08,1,1
2019-01-09,0,1
2019-01-10,0,0
2019-01-11,0,0
2019-01-12,3,3
2019-01-13,3,3
2019-01-14,0,3
2019-01-15,1,1
2019-01-16,0,1
2019-01-17,1,1
2019-01-18,1,2
2019-01-19,5,5
2019-01-20,5,5
2019-01-21,7,7
2019-01-22,3,10
2019-01-23,0,3
2019-01-24,0,0
2019-01-25,1,1
2019-01-26,2,2
2019-01-27,2,2
2019-01-28,1,3
2019-01-29,0,1
2019-01-30,0,0
2019-01-31,0,0
2019-02-01,0,0
2019-02-02,4,4
2019-02-03,4,4
2019-02-04,1,5
2019-02-05,0,1
2019-02-06,1,1
2019-02-07,0,1
2019-02-08,2,2
2019-02-09,4,4
2019-02-10,4,4
2019-02-11,0,4
2019-02-12,0,0
2019-02-13,0,0
2019-02-14,0,0
2019-02-15,0,0
2019-02-16,2,2
2019-02-17,2,2
2019-02-18,2,2
2019-02-19,0,2
2019-02-20,0,0
2019-02-21,1,1
2019-02-22,1,2
2019-02-23,1,1
2019-02-24,2,2
2019-02-25,0,2
2019-02-26,3,3
2019-02-27,2,5
2019-02-28,0,2
2019-03-01,0,0
2019-03-02,1,1
2019-03-03,1,1
2019-03-04,1,2
2019-03-05,4,5
2019-03-06,4,8
2019-03-07,2,6
2019-03-08,1,3
2019-03-09,2,2
